Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
59-355-5251,33.0,Female,Middle,Widowed,High School,High,messina,Animal Feed,$377.77 ,9.0,Mixed,,2.0,1.0,Medium,Not Sensitive,1.0,5.0,Medium,Tablet,CREDIT CARD,8/26/2024,True,True,Impulsive,Standard,3.0
82-572-9091,46.0,Female,Middle,Widowed,High School,Middle, Mrągowo ,Travel & Leisure (Flights,$163.41 ,2.0,In-Store,5.0,5.0,2.0,Low,Not Sensitive,1.0,"8.0,00",High,Desktop,Other,2/25/2024,True,True,Need-based,Express,4.0
86-044-1071,30.0,Female,MIDDLE,Divorced,Master'S,middle,Ngawi,Hotels,$467.58 ,10.0,MIXED,1.0,2.0,0.0,none,Somewhat Sensitive,1.0,6.0,LOW,desktop,Paypal,4/15/2024,True,True,wants-based,Standard,7.0
08-733-0300,39.0,Female,Middle,Widowed,Bachelor's,High,oslo,Books,$247.51 ,10.0,Mixed,2.0,1.0,null,Low,Somewhat Sensitive,1.0,8.0,Low,Tablet,credit card,7/1/2024,True,False,Impulsive,STANDARD,2.0
70-108-1493,25.0, Female ,Middle,Single,High School,High,Dobrica,Office Supplies,$365.10 ,3.0,In-Store,2.0,3.0,,None,Not Sensitive,1.0,3.0,High,Desktop,debit card,8/30/2024,False,True,Wants-based,No Preference,
46-230-8307,38.0,Female,High,Single,MASTER'S,Middle,la roche-sur-yon,Health Care,$485.42 ,5.0,Online,1.0,2.0,2.0,High,Somewhat Sensitive,1.0,6.0,high, Desktop ,Other,11/13/2024,True,False,WANTS-BASED,no preference,4.0
74-431-0242,41.0,Female,Middle,Widowed,Bachelor's,High,Point Pedro,Health Care,$250.54 ,4.0,In-Store,3.0,,1.0,High,Not Sensitive,2.0,10.0,None, Desktop ,credit card,12/27/2024,False,False,Wants-based, No Preference ,3.0
78-272-6417,49.0,Female, Middle ,Divorced,High School,High,Marseille,Jewelry & Accessories,$163.14 ,5.0,mixed,5.0,4.0,0.0,low,Somewhat Sensitive,1.0,,None,Desktop,Debit Card,8/7/2024,True,True,Planned, No Preference ,1.0
13-792-4356,21.0,Male,High,Divorced,Bachelor's,Middle,Tianbao,gardening & outdoors,$162.31 ,8.0, In-Store ,5.0,,1.0, High ,Very Sensitive,1.0,2.0,Medium,Tablet,Credit Card,10/5/2024,False,False,Need-based,No Preference,11.0
04-563-9091,37.0, Male , Middle ,Widowed,Master's,HIGH,Puqian,Office Supplies,$328.21 ,7.0,Mixed,5.0,5.0,2.0,Low,Not Sensitive,null,2.0,Low,Smartphone,Credit Card,2/14/2024,False,False,Need-based,No Preference,12.0
79-592-5396,30.0,Female,High,Married,Master's,High,Binalbagan,Sports & Outdoors,$268.59 ,4.0,Online,,,1.0,High,Very Sensitive,1.0,,Medium,Desktop,Debit Card,4/5/2024,True,True,Need-based,Standard,3.0
 39-952-4459 ,18.0,Female,high,DIVORCED,high school,High,Tessalit,Electronics,$257.37 ,7.0,Online,3.0,3.0,0.0,Medium, Very Sensitive ,2.0,"5.0,00",Medium,Smartphone,PayPal,2/1/2024,True,False,WANTS-BASED,Express,13.0
67-935-7964,41.0,Female,Middle,single,High School,High,Nikolayevsk,Office Supplies,$205.49 ,4.0,In-Store,5.0,,2.0,Low, Somewhat Sensitive ,2.0,2.0,High,TABLET,cash,11/9/2024,True,False,Need-based,Express,11.0
26-828-2720,N/A,Male,High,Divorced, Master's ,High,Dashuipo,Mobile Accessories,$407.91 ,7.0,In-Store,2.0,5.0,,Low,Not Sensitive,null,5.0,Low,Tablet,Other,6/17/2024,True,True, Need-based ,Standard,14.0
57-410-7415,33.0,Female,High, Divorced ,BACHELOR'S,High,Týn nad Vltavou,Food & Beverages,$254.73 ,6.0, Online ,4.0,,0.0,MEDIUM,very sensitive,0.0,3.0,Low,Smartphone,Other,6/1/2024,True,True,impulsive,Express,
62-989-8214,30.0,Female,Middle,Divorced,Bachelor's,High,Kaum Kaler,clothing, $397.78  ,12.0,Online,3.0,3.0,,Medium,Not Sensitive,2.0,7.0,Medium,Smartphone,PayPal,9/24/2024,False,True,Impulsive,No Preference,11.0
73-827-2774,33.0,Female,High,Married,Bachelor's,High,Gandapura,Electronics,$305.29 ,,Online,2.0,3.0,1.0,medium,Very Sensitive,null,8.0,Medium,desktop,Debit Card,9/5/2024,True,True,Impulsive,STANDARD,10.0
19-643-1879,45.0,Male,Middle, Divorced ,High School,High,Kawangkoan,Food & Beverages,$257.86 ,null,Online,2.0,2.0,0.0,None,Somewhat Sensitive,0.0,4.0,High,Tablet,PayPal,6/12/2024,True,True,Need-based,Express,1.0
57-345-3921,42.0,Female,High,Single,High School,Middle,Mondorf-les-Bains,Jewelry & Accessories,$393.45 ,12.0,In-Store,3.0,1.0,0.0,Low,Somewhat Sensitive,2.0,10.0,Medium,Desktop,Credit Card,10/6/2024,False,False,Need-based,Express,12.0
98-817-6731,30.0,Male,High,Married,Bachelor'S,middle,Manwakh, Health Supplements ,$58.49 ,6.0,Online,2.0,2.0,,Medium,Very Sensitive,$0.0,8.0, High ,Tablet,other,7/29/2024,True,True, Planned ,Express,$7.0
31-788-0864,42.0,Male,Middle,Single,High School,Middle,Karlstad,Beauty & Personal Care,$226.48 ,11.0,In-Store,5.0,3.0,2.0,None,Not Sensitive,2.0,,High,Tablet,DEBIT CARD,10/18/2024,True,False,Need-based,Express,11.0
27-806-4972,26.0,Female, High ,Single,Master's,MIDDLE,OBONG,Health Care,$469.22 ,6.0,In-Store,1.0,1.0,1.0,High,Not Sensitive,0.0,1.0,Low,Tablet,Credit Card,8/7/2024,False,False,Wants-based,No Preference,7.0
48-343-1220,42.0,Female,High,Divorced,High School,High,Kolsko,Jewelry & Accessories,$335.32 ,6.0,Mixed,null,3.0,1.0,None,Not Sensitive,0.0,,Low,Desktop,other,8/12/2024,True,False,Planned, No Preference ,10.0
15-640-6493,31.0,Male,High,Divorced,High School,Middle,Dālbandīn,Animal Feed,$184.74 ,5.0,In-Store,4.0,,0.0,Medium,Very Sensitive,N/A,5.0,High,Tablet,Debit Card,11/27/2024,False,True,Impulsive,No Preference,10.0
64-846-7450,37.0,Genderqueer,High,Divorced,Bachelor's,Middle,Shazi,Travel & Leisure (Flights,$442.18 ,5.0,In-Store,4.0,3.0,1.0,None,Very Sensitive,2.0,10.0,High,Smartphone,PayPal,1/25/2024,False,False,Impulsive,Express,12.0
58-788-8938,49.0,Male,High,Married,High School,Middle,HACHIŌJI,HEALTH SUPPLEMENTS,$427.10 ,8.00,Mixed,1.0,2.0,1.0,High,Somewhat Sensitive,0.0,2.0,Medium,Desktop, PayPal ,5/10/2024,False,True,Planned,No Preference,$5.0
52-240-3825,34.0,Male,HIGH,Widowed,High School,High,Jolo,Home Appliances,$326.82 ,4.0,Mixed,3.0,2.0,$1.0,High,Somewhat Sensitive,2.0,$5.0,Medium,Tablet,Credit Card,4/22/2024,True,False,Planned,Standard,4.0
60-618-2561,41.0, Male ,High,Widowed, High School ,middle,Pedra Azul,Hotels,$98.97 ,,In-Store,2.0,5.0,,None,Very Sensitive,1.0,7.0, High ,Tablet,Other,3/19/2024,True,True,Impulsive, No Preference ,11.0
94-969-6819,33.0,Male,High,Single,High School,High,Gustavsberg,Health Care,$77.65 ,6.0,Online,1.0,4.0,1.0,Medium,Somewhat Sensitive,2.0,3.0,None,Tablet, Cash ,1/24/2024,True,True,Planned,No Preference,
76-982-8107,47.0,Female,Middle,Widowed,Master's,High,La Mohammedia,Electronics,$85.61 ,,ONLINE,4.0,2.0,1.0, High ,Not Sensitive,1.0,3.0,Low,Desktop,Other,10/4/2024,True,True,Need-based,Standard,5.0
52-779-8972,47.0,Male,High,WIDOWED,High School,HIGH,Florida,Food & Beverages,$164.79 ,4.0,In-Store,3.00,2.0,0.0,None,somewhat sensitive,2.0,,High,Tablet,Credit Card,5/23/2024,True,True,Impulsive,No Preference,1.0
40-520-3271,29.0,Female,High,Widowed,High School,High,Zhongcheng,Health Supplements,$235.46 ,,In-Store,3.0,4.0,2.0,None,Not Sensitive,$0.0,7.0,None,Desktop,CREDIT CARD,11/13/2024,False,True,Impulsive,No Preference,2.0
79-884-5600,36.0,FEMALE,High,Widowed,Master's,Middle,Goiatuba,books,$245.14 ,4.0,Online,4.0,$5.0,1.0,High,Very Sensitive,1.0,4.0,Medium,SMARTPHONE,Paypal,3/3/2024,True,False,Impulsive,Standard,3.0
80-607-9947,43.0,Male,High,Divorced,Bachelor's,Middle,Krajan Kidul Rojopolo,Toys & Games,$439.91 ,5.0, Online ,,4.0,2.0,LOW,somewhat sensitive,0.0,9.0,Medium,Smartphone,Other,3/3/2024,False,False,Need-based,Express,
87-290-8263,31.0,Male,High,Widowed,High School,High,Metchosin,home appliances,$309.22 ,5.0,Mixed,3.0,5.0,2.0,Low,Not Sensitive,2.0,4.0,None,Tablet,Cash,3/24/2024,False,False,Planned,Standard,10.0
99-316-9993,27.0,Male,Middle,Widowed,Master's, Middle ,Staritsa,Groceries,$146.59 ,null,Mixed,5.0,1.0,2.0,Low,Very Sensitive,0.0,N/A,None,Smartphone,Cash,1/22/2024,False,True,Impulsive,No Preference,3.0
54-164-2243,48.0,Male,Middle,Single,HIGH SCHOOL,middle,benito juarez,Hotels,$298.73 ,4.0,Online,1.0,5.0,1.0,high,Not Sensitive,0.0,2.0, Low ,Tablet,Debit Card,11/2/2024,False,True,Need-Based, No Preference ,4.0
14-784-5606,19.0,Genderqueer,High,Single,Bachelor's,High,Maní,Food & Beverages,$395.01 ,2.0,Mixed,1.0,2.0,2.0,Medium,Very Sensitive,,6.0,Medium,desktop,Credit Card,4/18/2024,True,False,Wants-based,Standard,3.0
47-992-7446,41.0,Male,Middle,MARRIED,Bachelor's,High,Vitali,Electronics,$371.19 ,10.0, Mixed ,1.0,2.0,2.0, High , Somewhat Sensitive ,1.0,8.0,Medium,Desktop,Credit Card,8/27/2024,False,False,Planned,Express,1.0
37-513-5073,33.0,Female,Middle,Married,Master's,High,Mizque,Electronics,$193.76 ,10.0,Mixed,4.0,3.0,,Medium,Not Sensitive,0.0,2.0,Low,Desktop,DEBIT CARD,2/3/2024,False,False,Wants-based,No Preference,12.0
93-473-7248,43.0,MALE, Middle ,divorced,Master's,High,Zgornje Pirniče,Baby Products,$424.27 ,6.0,Online,null,$4.0,2.0,None,Not Sensitive,2.0,,Low,Tablet,Cash,9/15/2024,True,True,Planned,Standard,12.0
72-830-1211,38.0,male,High,Single,Bachelor's,High,Cipolletti,Jewelry & Accessories,$496.11 ,2.0,Mixed,,3.0,1.0,High, Somewhat Sensitive ,2.0,,High,Smartphone,PayPal,6/8/2024,True,False,Impulsive,Standard,12.0
87-934-6762,41.0,Male,HIGH,Widowed,Bachelor'S,Middle,Sollefteå,Baby Products,$341.91 ,,Online,4.0,4.0,0.0,Low,Not Sensitive,,$9.0, None ,Tablet,Cash,5/31/2024,False,False,Impulsive,Express,7.0
71-975-9564,40.0,Male,HIGH,Married,Master's,High,Klonowa,Gardening & Outdoors,$127.66 ,11.0,Online,1.00,2.0,2.0,Low,Not Sensitive,2.0,7.0,None,Smartphone,Credit Card,2/23/2024,False,True,Planned,Standard,7.0
40-232-5631,47.0,Genderfluid,Middle,Single,Bachelor's,Middle,Suvorov,Software & Apps,$227.47 ,2.0,Online,2.0,2.0,,Low,Very Sensitive,1.0,,High,Tablet,Other,10/30/2024,True,False,Need-based,Express,9.0
 22-414-4955 ,35.0,Male,High,Widowed,Bachelor's, High ,Dragash,Health Supplements,$342.99 ,3.0,In-Store,4.0,,2.0,Low,Very Sensitive,,6.0,Medium,Smartphone,Other,11/22/2024,False,True,Impulsive,express,6.0
99-089-1930,49.0,Non-Binary,High,Married,Master's,Middle, Freiburg im Breisgau ,Packages),$306.48 ,5.00,Mixed,1.0,3.0,0.0,Medium,Very Sensitive,0.0,9.0,Low,Tablet,Credit Card,9/15/2024,False,True,Need-based,Standard,14.0
 62-198-2511 ,22.0,MALE,Middle,Divorced,Master's,high,Macau, Home Appliances ,$308.54 ,3.0,Mixed,1.0,3.0,0.0,High,Not Sensitive,1.0,5.0,High,desktop,Credit Card,9/29/2024,False,True,Wants-based,Standard,7.0
21-297-1223,49.0,male,High,Single,master's,Middle,Pancas,Travel & Leisure (Flights,$124.17 ,12.0, Mixed ,5.0,2.0,2.0,High,Very Sensitive,2.0,4.0,high,Smartphone,Debit Card,11/16/2024,True,True,PLANNED,Standard,6.0
10-961-9336,27.0,FEMALE,Middle,MARRIED,Master's,Middle,Dayapan,Travel & Leisure (Flights,$78.00 ,5.0,Online,1.0,5.0,0.0,None,Not Sensitive,1.0,1.0,Low,Desktop,Debit Card,11/9/2024,True,False,Wants-based,No Preference,11.0
71-473-2656,27.0,Female,High,Married, Bachelor's ,Middle,Gordon Town,Health Care,$393.03 ,4.0,Mixed,4.0,4.0,0.0,High,Somewhat Sensitive,1.0,3.0, Medium ,Smartphone,Cash,9/3/2024,True,True,planned,Standard,7.0
84-954-2973,37.0,FEMALE,High,Single,Master's,Middle,Proptisht,Hotels,$102.09 ,3.0,Mixed,,4.0,0.0,None,Very Sensitive,1.0,9.0,Medium,Tablet,PayPal,3/13/2024,False,True,Need-based,Express,N/A
22-382-9636,32.0,Male,Middle, Married ,Bachelor's,High,Kamal,Health Care,$426.21 ,3.0, Mixed ,1.0,4.0,2.0,High,SOMEWHAT SENSITIVE,2.0,5.0,High, Smartphone ,Other,4/18/2024,False,True,Wants-based,Standard,2.0
89-724-2536,42.0,Male,Middle,Widowed,master's,High,Kouvola,arts & crafts,$140.31 ,2.0,ONLINE,2.0,4.0,, Low ,Very Sensitive,2.0,5.0,None,Desktop,Cash,5/21/2024,True,True,IMPULSIVE, Express ,8.0
85-391-1888,18.0,Female,High,Widowed,Master's,MIDDLE,Zhongdong,Software & Apps,$413.70 ,8.0,Mixed,3.0,3.0,0.3,Low,Very Sensitive,0.0,,High,Desktop,Other,6/17/2024,False,True,Need-based,No Preference,6.0
 84-934-2483 ,49.0,Male,High,Widowed,Master's,Middle,Betong,Arts & Crafts,$348.63 ,4.0,online,5.0,$2.0,0.0,high,Somewhat Sensitive,0.0,7.0,None,Smartphone,Debit Card,4/1/2024,False,False,Planned,No Preference,6.0
96-229-1698,23.0,Female, Middle ,Widowed,High School,Middle,Jinping,Animal Feed,$91.27 ,7.0,In-Store,5.0,1.0,0.0,High,Not Sensitive,2.0,6.0,None,tablet,Cash,6/21/2024,True,True,Planned,Express,13.0
36-948-6994,29.0, Female ,High,Divorced,Bachelor's,High,Mgachi,Luxury Goods,$359.94 ,11.0,Mixed,,5.0,2.0,None,Very Sensitive,1.0,8.0,Low,Smartphone,cash,12/19/2024,False,True,Wants-based,Express,9.0
43-172-9431,25.0,MALE,MIDDLE,Divorced,High School,Middle,Lameira,Gardening & Outdoors,$138.20 ,,In-Store,1.0,2.0,2.0,High,Not Sensitive,0.0,6.0,Low,Desktop,debit card,3/2/2024,False,True,Need-based,No Preference,12.0
53-690-5759,38.0,Agender,High,divorced,High School,High,Medicine Hat,home appliances,$196.33 ,11.0,Online,4.0,3.0,1.0,Medium,Not Sensitive,,5.0,None,DESKTOP,Debit Card,6/29/2024,True,True,Planned,Standard,11.0
00-496-3067,32.0,Female,middle,Widowed,Bachelor's,Middle, Oslo ,Packages),$249.24 ,,In-Store,4.0,3.0,1.0,Medium,Somewhat Sensitive,2.0,,High,Smartphone,Cash,8/29/2024,False,True,Need-based,STANDARD,7.0
10-330-6387,45.0,Male,High,Divorced,High School,High,Yeniköy,Furniture,$129.10 ,12.0,Mixed,5.0,3.0,2.0,Low,Not Sensitive,0.0,8.0,High,desktop,Credit Card,4/15/2024,True,False,Planned,No Preference,7.0
87-590-8963,45.0,Female, High ,Married,Master's,High, Peer , Baby Products ,$112.69 ,10.0,In-Store,1.0,4.0,,High,Not Sensitive,0.0,7.0,Medium,Smartphone, Debit Card ,8/27/2024,False,True,Need-based, Standard ,1.0
47-931-2642,46.0,Male,middle,Widowed,Bachelor's,high,Belūsovka,Beauty & Personal Care,$267.85 ,5.0,Online,5.0,2.0,2.0,Medium,Somewhat Sensitive,1.0,,High, Smartphone ,Credit Card,3/20/2024,False,True,Need-based, Standard ,7.0
76-501-6422,24.0,Male,Middle,Divorced,High School,Middle,Houston,Home Appliances,$205.36 ,12.0,online,1.0,5.0,2.0,high,Very Sensitive,0.0,,Low,Tablet,Credit Card,4/27/2024,False,False,Impulsive,Express,5.0
39-274-2175,48.0,Polygender,High,Divorced,Master's,High,HENGDIAN,Health Supplements,$79.10 ,10.0,In-Store,5.0,3.0,,None,Not Sensitive,0.0,9.0,Medium,Tablet,Debit Card,5/5/2024,True,False,Need-based,Express,4.0
62-493-5282,35.0,Male,High,Widowed,High School,Middle,Shuigou, Health Care ,$256.63 ,12.0,In-Store,,4.0,0.0,High,Somewhat Sensitive,2.0,2.0,None,Smartphone,Debit Card,6/16/2024,True,True,Impulsive,Standard,10.0
18-841-7253,50.0,Female,High,Divorced,High School,Middle,Xingxi,Books,$409.98 ,12.0,Mixed,5.0,4.0,0.0,None,Not Sensitive,,1.0,Medium,Desktop,PayPal,10/15/2024,True,False,Wants-based,Express,8.0
18-097-5707,34.0,Male, Middle ,Widowed,High School,High,Dhībīn,Sports & Outdoors,$291.60 ,2.0,In-Store,3.0,,2.0,High,Somewhat Sensitive,0.0,7.0,None,Desktop,Cash,8/1/2024,False,True,Need-based,Standard,3.0
83-792-5141,50.0,Female, Middle ,Single,BACHELOR'S,Middle,CHENGGUAN,Home Appliances,$101.70 ,7.00,Online,3.0,4.0,2.0,Medium,Not Sensitive,2.0,,none,Tablet,Debit Card,6/25/2024,False,True,WANTS-BASED, Standard ,
65-036-2410,50.0,Female,Middle,Single,High School,Middle,Paris 09,Health Care,$369.73 ,2.0,Online,1.0,,2.0,None,Not Sensitive,0.0,3.0,None,Tablet,Debit Card,2/4/2024,True,True,Wants-based,No Preference,12.0
67-593-9579,46.0,Male, Middle , Single ,Bachelor's,High,Rozhdestveno, Baby Products , $71.00  ,12.0,Online,1.0,5.0,2.0,High,NOT SENSITIVE,2.0,9.0,Low,Smartphone,Cash,6/26/2024,False,False,Wants-based,No Preference,13.0
33-484-6674,47.0, Male ,Middle,Single,Master's,Middle,Porangatu,Packages),$280.05 ,10.0,In-Store,4.0,1.0,2.0,Medium,Very Sensitive,,2.0,High,Smartphone,Credit Card,7/6/2024,True,False,Wants-based,No Preference,11.0
65-249-5416,,Male,High,Widowed,Master's,Middle, Shalkar ,Jewelry & Accessories,$54.71 ,,Mixed,5.0,2.0,1.0,Low,Very Sensitive,1.0,"3.0,00",None,Desktop,PayPal,10/26/2024,True,True,Need-based,Express,3.0
17-328-4678,,Male, High ,Widowed, Bachelor's ,Middle,Quimbaya,Packages),$119.51 ,11.0,Mixed,5.0,5.0,2.0,Low,Very Sensitive,2.0,, Low , Desktop ,PayPal,5/7/2024,False,False,planned,No Preference,1.0
00-733-8770,,Female,High,Single,Master's,High,Narok,Arts & Crafts,$57.50 ,12.0,Online,5.0,1.0,,None,Not Sensitive,,3.0,None,Desktop,Cash,12/8/2024,True,True,Impulsive,no preference,13.0
47-501-3435,38.0,Female, High ,Married,Bachelor's, High ,Gimcheon,Books,$225.05 ,5.0,Mixed,2.0,1.0,1.0,High,Somewhat Sensitive,$1.0,1.00,Low,Desktop,Credit Card,6/27/2024,False,False,Need-based,no preference,10.0
46-779-7065,41.0,Female,High, Divorced ,High School,high,Visaginas,Food & Beverages, $441.15  ,7.0,ONLINE,3.0,1.0,1.0,Low,Somewhat Sensitive,1.0,1.0,None,Smartphone,Debit Card,8/31/2024,False,False,Need-based,No Preference,
91-603-1565,48.0,Male,MIDDLE,Divorced,High School,Middle,Shostka,Animal Feed,$481.21 ,3.0,MIXED,1.0,2.0,1.0, High ,Not Sensitive,0.0,1.0,None,Desktop,Credit Card,11/13/2024,False,False,Wants-based, No Preference ,
35-122-5020,48.0,Female, High ,married,Bachelor's,Middle,Pukekohe East,Arts & Crafts,$102.96 ,3.0,Mixed,,1.0,,low,Very Sensitive,0.0,7.0,Low,Desktop,Paypal,12/19/2024,False,True,Wants-based,Standard,4.0
63-684-4073,45.0,Female,High,Divorced,BACHELOR'S, High ,Blokdesa Situgede,Electronics,$331.57 ,11.0,Mixed,,1.0,0.0,Low,Somewhat Sensitive,N/A,6.0,MEDIUM,Desktop,debit card,5/6/2024,False,False,impulsive,Express,14.0
74-483-2893,26.0,Non-binary,Middle,Widowed,High School,Middle,Yueyang,Electronics,$101.29 ,11.0,In-Store,1.0,1.0,2.0,Medium,Not Sensitive,2.0,,Medium,Smartphone,Cash,10/30/2024,False,True,Need-based,No Preference,4.0
72-728-4406,50.0,Female,Middle,Single,Master's,High,Liutan,Packages),$143.52 ,, In-Store ,2.0,5.0,null, Medium ,Somewhat Sensitive,2.0,3.0,None,Tablet,Credit Card,4/11/2024,True,False,Impulsive,Express,12.0
13-588-2488,39.00,Male,Middle,Widowed,Bachelor'S,Middle,Huanggang,Sports & Outdoors,$276.48 ,3.0,Mixed,1.0,2.0,1.0,None,Somewhat Sensitive,0.0,4.0,LOW,Desktop,CASH,5/5/2024,False,False,NEED-BASED,Express,7.0
79-861-6506,20.0,Male,High,Widowed,High School,High,Baturité,Toys & Games,$352.87 ,11.0,In-Store,5.0,3.0,0.0,High,Not Sensitive,0.0,6.0,High,Tablet,paypal,2/19/2024,False,False,Wants-based,Standard,12.0
66-974-6707,48.0, Male ,Middle,Married, Master's , Middle ,Mi’ersi,Mobile Accessories,$228.68 ,,Mixed,2.0,,2.0,Low,Very Sensitive,1.0,null,NONE,Tablet,Debit Card,10/9/2024,True,False,Planned,Standard,
95-112-6724,31.0,Female,Middle,Divorced,Master's,High,Xuedian,Food & Beverages,$301.39 ,6.0,Online,2.0,1.0,0.0,None,Very Sensitive,,4.0,Low,Desktop,DEBIT CARD,4/21/2024,False,False,Need-based,No Preference,
27-262-6874,25.0,Female, Middle ,married,Bachelor's,high,Yuyapichis,Books,$473.50 ,11.0,Mixed,2.0,4.0,1.0,Low, Somewhat Sensitive ,null,3.0,High,tablet,Other,7/24/2024,False,True,Impulsive,express,10.0
92-908-5062,18.0,Agender,Middle,Single,Bachelor'S,High,Shiroishi,Home Appliances,$72.80 ,11.0,In-Store,2.0,4.0,,High,Somewhat Sensitive,2.0,10.0,high,Desktop,PayPal,8/20/2024,True,False, Need-based ,EXPRESS,3.0
70-014-6406,18.0,Male,Middle,Divorced, Bachelor's ,High,Kobe,Packages),$171.72 ,3.0,Online,5.0,3.0,1.0,Low,Very Sensitive,1.0,2.0, None ,Desktop,Paypal,3/24/2024,False,True,Impulsive,Standard,12.0
52-908-9971,"31.0,00",Male,Middle,Widowed,High School, Middle ,Gulou,SOFTWARE & APPS,$467.50 ,6.0,In-Store,2.0,1.0,0.0,None,Somewhat Sensitive,null,1.0,High,Desktop,PayPal,4/4/2024,False,False,Planned,No Preference,
57-623-5362,43.0,Genderqueer,High,Married,Bachelor's,High,Jilin,Furniture,$209.79 ,6.0,Mixed,5.0,1.0,2.0,High,Not Sensitive,1.0,9.0,Low,Tablet, Other ,9/13/2024,True,True,Need-based,Standard,10.0
48-315-0196,23.0,Male,Middle, Single ,High School,Middle,Balboa,Office Supplies,$150.33 ,,In-Store,4.0,,2.0,None,Somewhat Sensitive,,9.0,Medium,Desktop,Debit Card,4/24/2024,True,False,Wants-based,Express,6.0
71-959-3896,29.0,Male,High,Married,Bachelor's,High,Cipari,Luxury Goods,$98.63 ,7.0,Online,4.0,5.0,2.0,High,Somewhat Sensitive,1.0,3.0,Low,Tablet,Other,1/9/2024,False,True,Planned,Standard,6.0
29-987-3969,21.0,Female,middle,Divorced,Master'S,Middle,Orlando,Beauty & Personal Care,$193.30 ,11.0,mixed,4.0,2.0,, None ,Very Sensitive,2.0,1.0,Medium,Tablet,Other,6/3/2024,True,True,Planned,no preference,12.0
 78-613-1546 ,49.0,Female,middle,Single,high school,Middle,Torsby,Luxury Goods,$145.02 ,,In-Store,,2.0,0.0,High,Very Sensitive,1.0,1.0,MEDIUM,desktop,Credit Card,6/23/2024,True,True,WANTS-BASED,express,9.0
43-664-4451,30.0,Female, Middle ,Divorced,MASTER'S,Middle,san pablo,Health Supplements, $294.99  ,4.0,Online,N/A,5.0,2.0,Low,Somewhat Sensitive,1.0,4.0,High,desktop,PayPal,11/30/2024,False,False, Need-based ,STANDARD,5.0
34-095-3364,31.0,Polygender,Middle,Divorced,High School,Middle,Daszewice,Office Supplies, $305.45  ,2.0,MIXED,5.0,5.0,1.0, None ,Very Sensitive,1.0,1.0,High,Smartphone,PayPal,10/24/2024,False,True,Impulsive,Express,9.0
72-393-6893,50.0,Female,Middle,widowed,High School,Middle,Villa Concepción del Tío,Toys & Games,$432.42 ,2.0,In-Store,4.0,4.0,0.0,Medium, Not Sensitive ,0.0,8.0,None,Tablet,Paypal,4/21/2024,False,True,Need-based,Express,13.0
73-707-2809,35.0,Female,Middle,Single,BACHELOR'S, High ,Hacienda La Calera,Gardening & Outdoors,$227.58 ,11.0,Mixed,3.0,1.0,1.0,None,Not Sensitive,1.0,,HIGH,Smartphone,Credit Card,1/23/2024,False,True, Need-based ,Express,6.0
04-609-7885,36.0,Male,Middle,Single,High School,High,Oslo,Toys & Games,$160.89 ,,Online,5.0,5.0,2.0,None,Somewhat Sensitive,2.0,6.0,Medium,Desktop,PayPal,6/23/2024,True,True,Planned,No Preference,13.0
73-139-4306,24.0,Female,Middle,Married,Master'S,High,Puerto López,Luxury Goods,$139.10 ,7.0, Online ,2.0,5.0,0.0,Low,Somewhat Sensitive,2.0,3.0,MEDIUM,Desktop,PayPal,3/20/2024,False,False, Impulsive ,No Preference,8.0
23-794-8196,36.0,Genderfluid,High,Married,Master's,Middle,Xinchengzi,Furniture,$268.28 ,9.0,Mixed,5.0,2.0,2.0,High,Very Sensitive,2.0,2.0,High,Smartphone,Credit Card,4/9/2024,False,True,Need-based,Standard,8.0
66-050-6391,45.0,Female,Middle,Single,Master's,HIGH,Tecpán Guatemala,Sports & Outdoors,$64.49 ,6.0,Online,,1.0,0.0,None,Very Sensitive,1.0,10.0,None,Tablet,Other,10/19/2024,False,False,Planned,EXPRESS,7.0
22-311-5460,,Male,Middle,Widowed,High School,Middle,Bronnitsy,ARTS & CRAFTS,$80.17 ,10.0,Online,,1.0,1.0,High,Not Sensitive,1.0,null,None,Tablet,Credit Card,5/10/2024,True,True,Planned,No Preference,6.0
51-917-0766,28.0,Male,High,Married,Master's,High,ARACI,Groceries,$277.52 ,$11.0,In-Store,4.0,1.0,0.0,None,Not Sensitive,1.0,7.0,Medium,Smartphone,PayPal,5/14/2024,True,False,Need-based,Standard,11.0
53-013-1026,40.0,Male,High,Widowed,Master's,Middle,Duyure,Health Supplements,$53.67 ,7.0, Online ,3.0,5.0,,High,Not Sensitive,0.0,2.0,High,Desktop,PayPal,4/13/2024,False,False,Planned,Express,11.0
29-779-3457,49.0,Female,Middle,Widowed,Bachelor's,High, Huangni ,Office Supplies,$323.39 ,10.0,In-Store,2.00,3.0,2.0,None,Very Sensitive,0.0,7.0,High,TABLET,Cash,1/4/2024,True,True,Need-based,No Preference,11.0
